areasymbol,spatialver,longitude,latitude,musym,mukey,muname,component_name,component_percent_r,horizon_name,horizon_top_cm,horizon_bottom_cm,ph1to1h2o_r,ph01mcacl2_r,cec7_r,ecec_r,sumbases_r,caco3_r,gypsum_r,sar_r,pbray1_r,poxalate_r,ph2osoluble_r,ptotal_r
FL071,8,-81.71029931,26.39110587,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.80676287,26.40603004,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.81206179,26.40647999,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.73594149,26.39609475,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.67559434,26.38746604,74,3236255,"Cypress Lake fine sand, slough, 0 to 1 percent slopes",Cypress Lake,85,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.76009275,26.39909427,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.77580138,26.40172911,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.67829433,26.38917677,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.88469844,26.41433623,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-82.09576662,26.44477718,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.82459938,26.41212165,11,1483408,"Myakka fine sand, 0 to 2 percent slopes",Myakka,85,A,0,15,5.1,3.4,,0.9,0.9,0,0,1,,,,
FL071,8,-82.07248519,26.44276451,5,3102834,"Captiva fine sand, frequently ponded, 0 to 1 percent slopes",Captiva,92,Akn,0,15,7.6,,2.1,,49.5,2,0,10,,,,
FL071,8,-81.57996368,26.48840217,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.77056791,26.40183600,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-82.03475512,26.72574622,63,1483454,"Malabar fine sand, high, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.66978530,26.67568148,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.80463310,26.69302076,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.97579560,26.71912389,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.74978920,26.68715044,126,3102887,"Oldsmar fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Oldsmar,45,A,0,20,6.1,,1.8,,1.1,0,0,1,,,,
FL071,8,-81.87124867,26.70424870,130,3102895,"Pineda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pineda,48,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.96107511,26.71810284,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.57941139,26.66397349,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.62508814,26.67219131,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.72100274,26.68532628,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.60484088,26.67020883,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.06390328,26.72910079,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.59544594,26.66675562,130,3102895,"Pineda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pineda,48,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.77393507,26.69263450,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.63112477,26.67221919,50,3102885,"Oldsmar fine sand, limestone substratum, 0 to 2 percent slopes",Oldsmar,85,A,0,20,6.1,,1.8,,1.1,0,0,1,,,,
FL071,8,-81.89867500,26.70976298,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.74541749,26.68876251,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.61813183,26.67023049,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.72605173,26.68589201,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.99091243,26.72257687,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.87357977,26.70572853,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.80614680,26.69768503,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.70807541,26.68421394,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.72900802,26.69045290,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.74637070,26.69625439,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.73174290,26.69118187,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.96447312,26.72345269,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.69374871,26.68646769,9,1483469,"EauGallie sand, 0 to 2 percent slopes",EauGallie,87,A,0,10,5.8,5.8,1.4,,0.7,0,0,0,,,,
FL071,8,-81.89811506,26.71250085,63,1483454,"Malabar fine sand, high, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.79464857,26.69949779,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.68918109,26.68453985,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.60655637,26.67623437,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-82.04166428,26.73318779,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.61817032,26.67596090,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.73147056,26.51173550,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.72842243,26.51252760,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.79105242,26.69970029,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.68945603,26.68663641,9,1483469,"EauGallie sand, 0 to 2 percent slopes",EauGallie,87,A,0,10,5.8,5.8,1.4,,0.7,0,0,0,,,,
FL071,8,-81.68293526,26.68773692,107,3102845,"EauGallie sand-Urban land complex, 0 to 2 percent slopes",EauGallie,45,A,0,10,5.8,5.8,1.4,,0.7,0,0,1,,,,
FL071,8,-81.99214780,26.72726120,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.91228157,26.45585783,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-82.15955808,26.49125994,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.71607602,26.42022674,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-82.04823758,26.74179068,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.88724117,26.72035027,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.70727161,26.69507622,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.71360572,26.43417173,75,3236262,"Brynwood fine sand, slough, 0 to 1 percent slopes",Brynwood,88,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.75380544,26.43679893,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.66117118,26.42333061,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.70955527,26.43051979,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.66210842,26.42331188,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.78006604,26.44076447,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.77767581,26.44491456,130,3102895,"Pineda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pineda,48,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.75627651,26.43887826,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.77719303,26.43852975,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.75540937,26.43817209,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.63541957,26.42856282,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.81486326,26.44368136,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.64719840,26.42846482,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.66177884,26.42825155,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.84279925,26.44917666,37,1483431,"Satellite fine sand, 0 to 2 percent slopes",Satellite,85,A,0,8,5.1,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.66700879,26.42841106,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.66531815,26.42556645,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.69388108,26.42786084,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.67110412,26.42315530,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.70324141,26.56557147,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.70179351,26.56625134,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.81103439,26.58239779,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-82.12865076,26.65933988,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.69661547,26.56707527,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.00159680,26.60337887,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.82681897,26.58437366,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.74644421,26.57277810,120,3102874,"Malabar fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Malabar,48,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.82764709,26.58310371,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.62211688,26.55604055,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.68100325,26.56331424,19,1483416,"Gator muck, frequently ponded, 0 to 1 percent slopes",Gator,83,Oa,0,46,,4.8,,45.2,43.8,0,0,1,,,,
FL071,8,-81.81238033,26.58343589,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.78457189,26.57654405,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.66242169,26.55989640,11,1483408,"Myakka fine sand, 0 to 2 percent slopes",Myakka,85,A,0,15,5.1,3.4,,0.9,0.9,0,0,1,,,,
FL071,8,-81.66678349,26.56073808,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.67556754,26.56357175,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.75045033,26.57245049,120,3102874,"Malabar fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Malabar,48,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.77691470,26.57713024,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.81278471,26.58116349,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.69221747,26.56673281,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.77773624,26.58134098,119,3102873,"Malabar fine sand-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.82056683,26.58365186,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.00448887,26.51799248,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.77194870,26.49606253,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-82.03497050,26.53100967,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.74545018,26.49344811,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.63035528,26.47533394,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.81222775,26.50072055,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-82.09383381,26.54165986,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.80384371,26.50312962,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.83639772,26.51069691,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.59632314,26.47352567,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.56574196,26.46774837,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-82.03691435,26.53264976,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.65973513,26.48146465,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.70853774,26.48806007,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.93744442,26.51971459,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-82.11441507,26.54341668,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.62366309,26.48208597,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.84194126,26.50788634,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.87321809,26.51152280,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.84528109,26.51231818,142,3236258,"Cypress Lake fine sand, slough-Urban land complex, 0 to 1 percent slopes",Cypress Lake,44,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.79116940,26.75002072,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.73565433,26.72260224,72,1483461,"Bradenton fine sand, 0 to 2 percent slopes",Bradenton,85,A,0,10,6,6,2.2,,1.7,0,0,1,,,,
FL071,8,-81.59826983,26.70302658,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-82.04655897,26.76345762,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.81300515,26.73067679,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.04851906,26.76603229,67,3102907,"Smyrna fine sand-Urban land complex, 0 to 2 percent slopes",Smyrna,45,A,0,10,5.5,5.5,,0.7,0.7,0,0,1,,,,
FL071,8,-82.04138776,26.76440400,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.99441313,26.75814730,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.83947507,26.73588379,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.75028140,26.72294106,144,3102940,"Caloosa fine sand, 0 to 2 percent slopes",Caloosa,85,A,0,25,7.3,,4,,3.9,0,0,1,,,,
FL071,8,-81.93240449,26.74613862,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.63286835,26.70701760,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.70853722,26.71727597,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.88521563,26.75852360,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.90184069,26.75910445,137,3102913,"Wabasso sand-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,6.1,6.4,2.2,,1.3,0,0,1,,,,
FL071,8,-81.72180279,26.73458251,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.89810186,26.75773569,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.83156221,26.75011692,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.65119286,26.72950188,144,3102940,"Caloosa fine sand, 0 to 2 percent slopes",Caloosa,85,A,0,25,7.3,,4,,3.9,0,0,1,,,,
FL071,8,-81.72546005,26.73720145,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.58459117,26.71622000,72,1483461,"Bradenton fine sand, 0 to 2 percent slopes",Bradenton,85,A,0,10,6,6,2.2,,1.7,0,0,1,,,,
FL071,8,-81.83607248,26.75062053,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.65292719,26.72394792,35,1483429,"Wabasso sand, 0 to 2 percent slopes",Wabasso,85,A,0,15,6.1,6.4,2.2,,1.3,0,0,1,,,,
FL071,8,-81.86253363,26.75557701,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.65091044,26.72487025,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.92645993,26.76177632,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.93929957,26.76819191,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.93113595,26.76372038,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.87504679,26.75844590,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.83100900,26.75201040,69,1483458,"Matlacha gravelly fine sand, 0 to 2 percent slopes",Matlacha,90,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.73858082,26.73885250,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.68370373,26.73282486,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
