areasymbol,spatialver,longitude,latitude,musym,mukey,muname,component_name,component_percent_r,horizon_name,horizon_top_cm,horizon_bottom_cm,ph1to1h2o_r,ph01mcacl2_r,cec7_r,ecec_r,sumbases_r,caco3_r,gypsum_r,sar_r,pbray1_r,poxalate_r,ph2osoluble_r,ptotal_r
FL071,8,-81.86049956,26.36141435,135,3102908,"St. Augustine sand-Urban land complex, 0 to 2 percent slopes",St. Augustine,48,^C,0,76,8,,1,,2.5,0,0,1,,,,
FL071,8,-81.66934686,26.33089967,119,3102873,"Malabar fine sand-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.67964534,26.33550099,147,3102953,"Pineda fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Pineda,43,A,0,10,5.3,,,0.2,0.2,0,0,1,,,,
FL071,8,-81.79110869,26.35097478,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.83262085,26.35377361,101,3102949,"Anclote sand, ponded-Urban land complex, 0 to 1 percent slopes",Anclote,44,A1,0,20,5.5,5.3,,5,5,0,0,1,,,,
FL071,8,-81.68191337,26.33413434,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.75407236,26.34408263,119,3102873,"Malabar fine sand-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.73999840,26.34326260,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.67165442,26.33644337,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.68066964,26.33501818,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.73342396,26.34137805,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.69576271,26.33438163,53,1483446,"Myakka fine sand, frequently ponded, 0 to 1 percent slopes",Myakka,85,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.74501950,26.34685285,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.74932865,26.34749167,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.75108369,26.34604011,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.72841592,26.34101575,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.81678246,26.35710509,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-81.76633339,26.34645835,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.78749242,26.34636595,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.79294710,26.35065558,124,3102881,"Myakka fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Myakka,45,A,0,13,4.7,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.74515284,26.34447040,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.78510101,26.35294558,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.79274478,26.35135338,101,3102949,"Anclote sand, ponded-Urban land complex, 0 to 1 percent slopes",Anclote,44,A1,0,20,5.5,5.3,,5,5,0,0,1,,,,
FL071,8,-81.71766134,26.34011898,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.82809990,26.35562437,100,1483407,Waters of the Gulf of America,Water of the Gulf of America,100,,,,,,,,,,,,,,,
FL071,8,-81.80594360,26.35943814,134,3102906,"Satellite fine sand-Urban land complex, 0 to 2 percent slopes",Satellite,47,A,0,8,5.5,5.5,,0.7,0.7,0,0,1,,,,
FL071,8,-81.76141358,26.34797727,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.75675626,26.34802384,121,3102875,"Malabar fine sand, high-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.83360589,26.36919258,23,3102916,"Wulfert muck, tidal, 0 to 1 percent slopes",Wulfert,90,Oan1,0,30,,6,141.7,,124,0,0,25,,,,
FL071,8,-81.66980268,26.54604855,11,1483408,"Myakka fine sand, 0 to 2 percent slopes",Myakka,85,A,0,15,5.1,3.4,,0.9,0.9,0,0,1,,,,
FL071,8,-81.82094721,26.35635980,40,1483435,"Anclote sand, frequently ponded, 0 to 1 percent slopes",Anclote,85,A1,0,20,5.5,5.3,,5,5,0,0,1,,,,
FL071,8,-81.80701145,26.35489889,67,3102907,"Smyrna fine sand-Urban land complex, 0 to 2 percent slopes",Smyrna,45,A,0,10,5.5,5.5,,0.7,0.7,0,0,1,,,,
FL071,8,-81.73590586,26.38528373,119,3102873,"Malabar fine sand-Urban land complex, 0 to 2 percent slopes",Malabar,45,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-82.06727493,26.42618121,104,3102835,"Captiva fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Captiva,48,Akn,0,15,7.6,,2.1,,49.5,2,0,10,,,,
FL071,8,-81.83423614,26.39657674,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.87662984,26.40019487,48,3102909,"St. Augustine sand, 0 to 2 percent slopes",St. Augustine,90,^C,0,76,8,,1,,2.5,0,0,1,,,,
FL071,8,-81.80518942,26.31748564,134,3102906,"Satellite fine sand-Urban land complex, 0 to 2 percent slopes",Satellite,47,A,0,8,5.5,5.5,,0.7,0.7,0,0,1,,,,
FL071,8,-81.78100909,26.38904451,129,3102894,"Pineda fine sand-Urban land complex, 0 to 2 percent slopes",Pineda,40,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-82.06063421,26.42718134,2,1483417,"Canaveral fine sand, 0 to 2 percent slopes",Canaveral,95,A1,0,18,7.6,,2.7,,4.2,0,0,1,,,,
FL071,8,-81.69866842,26.76333378,12,1483409,"Felda fine sand, 0 to 2 percent slopes",Felda,85,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.72957594,26.76345387,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.61805300,26.75093729,63,1483454,"Malabar fine sand, high, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.73700332,26.76431889,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.60376723,26.74735198,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.65882345,26.75318476,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.59711698,26.74583950,45,3102839,"Copeland fine sandy loam, frequently ponded, 0 to 1 percent slopes",Copeland,90,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.74823620,26.76672048,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.71224223,26.76211364,73,1483462,"Pineda fine sand, frequently ponded, 0 to 1 percent slopes",Pineda,90,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.63766856,26.75079912,44,1483439,"Malabar fine sand, frequently ponded, 0 to 1 percent slopes",Malabar,90,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.75209719,26.76636716,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.71736264,26.76206211,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-82.18813027,26.50758320,4,3102832,"Canaveral fine sand-Urban land complex, 0 to 2 percent slopes",Canaveral,50,A1,0,18,7.6,,2.7,,4.2,0,0,1,,,,
FL071,8,-81.75926222,26.43224221,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.94103756,26.45862708,59,1483450,"Urban land, 0 to 2 percent slopes",Urban land,85,,,,,,,,,,,,,,,
FL071,8,-81.73766148,26.43346614,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.94741966,26.45903996,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.78145708,26.43550181,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-82.17747811,26.48920303,5,3102834,"Captiva fine sand, frequently ponded, 0 to 1 percent slopes",Captiva,92,Akn,0,15,7.6,,2.1,,49.5,2,0,10,,,,
FL071,8,-81.74620351,26.43089996,146,3236263,"Brynwood fine sand, slough-Urban land complex, 0 to 1 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.71814164,26.42875042,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.78105402,26.43748482,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.72772459,26.43136293,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.81775887,26.44409527,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.76359495,26.43706433,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.66476196,26.42302047,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.95058024,26.46204366,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.65040901,26.42213190,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.75556141,26.43699242,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.75134737,26.43579957,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.71786829,26.43265251,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.68294854,26.42998332,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.67121112,26.42764072,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.80531393,26.44452813,105,3102841,"Copeland fine sandy loam, ponded-Urban land complex, 0 to 1 percent slopes",Copeland,48,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.82596239,26.44772457,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.68841154,26.42893486,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.72953072,26.43455814,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.69191752,26.43035757,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.65145865,26.42297683,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.74275124,26.43958343,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.73209716,26.43455621,137,3102913,"Wabasso sand-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,6.1,6.4,2.2,,1.3,0,0,1,,,,
FL071,8,-81.75893463,26.43928445,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.64962015,26.42363497,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.67643090,26.42970670,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.85237901,26.48973310,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.98595928,26.50998524,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.58367379,26.45201409,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.71016337,26.47160217,136,3102912,"Valkaria fine sand-Urban land complex, 0 to 2 percent slopes",Valkaria,45,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.69250323,26.46178993,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.93667569,26.49998368,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.93059982,26.50178937,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.62557178,26.45910736,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.77935703,26.49342431,6,3236260,"Brynwood fine sand, wet, 0 to 2 percent slopes",Brynwood,85,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.91603157,26.51198872,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.74964118,26.54591378,110,3102853,"Felda fine sand-Urban land complex, 0 to 2 percent slopes",Felda,45,A,0,10,6.5,,2.2,,2.1,0,0,1,,,,
FL071,8,-81.77417221,26.54870233,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.81034629,26.55487412,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.99361982,26.58110062,36,3102952,"Immokalee sand-Urban land complex, 0 to 2 percent slopes",Immokalee,43,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.84735477,26.55861511,64,3236261,"Brynwood fine sand, wet-Urban land complex, 0 to 2 percent slopes",Brynwood,45,A,0,5,5.6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.60983072,26.52607633,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.76306513,26.54628440,27,1483424,"Pompano fine sand, frequently ponded, 0 to 1 percent slopes",Pompano,90,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.69895123,26.53793892,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.71159151,26.56789471,14,1483411,"Valkaria fine sand, 0 to 2 percent slopes",Valkaria,85,A,0,13,5.5,,,0.8,0.8,0,0,1,,,,
FL071,8,-81.74071021,26.57157281,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.85143478,26.58637315,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.82052220,26.58382357,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-82.14193184,26.62393400,24,3102876,"Kesson fine sand, tidal, 0 to 1 percent slopes",Kesson,88,Akn,0,15,8,,2,,64.8,2,0,25,,,,
FL071,8,-81.61013221,26.55380015,131,3102898,"Pompano fine sand-Urban land compex, 0 to 2 percent slopes",Pompano,42,A,0,10,6,,1.1,,0.9,0,0,1,,,,
FL071,8,-81.80588241,26.58250231,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.63994050,26.55846318,145,3102942,"Gator muck, ponded-Urban land complex, 0 to 1 percent slopes",Gator,41,Oa,0,46,,4.8,,45.2,43.8,0,0,1,,,,
FL071,8,-81.74651940,26.57306804,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.78940705,26.57947798,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.81136713,26.58253756,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-82.03342041,26.61150109,13,3236254,"Cypress Lake fine sand, 0 to 2 percent slopes",Cypress Lake,80,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.77405221,26.57701913,49,1483442,"Felda fine sand, frequently ponded, 0 to 1 percent slopes",Felda,85,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.60150296,26.55324612,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.85745757,26.58806623,59,1483450,"Urban land, 0 to 2 percent slopes",Urban land,85,,,,,,,,,,,,,,,
FL071,8,-81.76734232,26.57772323,26,1483423,"Pineda-Pineda, wet, fine sand, 0 to 2 percent slopes",Pineda,45,A,0,3,5.4,5.2,,0.1,0.1,0,0,1,,,,
FL071,8,-81.74683011,26.57581215,130,3102895,"Pineda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pineda,48,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.87159263,26.59098913,59,1483450,"Urban land, 0 to 2 percent slopes",Urban land,85,,,,,,,,,,,,,,,
FL071,8,-81.59748497,26.55686159,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-82.15182070,26.62607942,24,3102876,"Kesson fine sand, tidal, 0 to 1 percent slopes",Kesson,88,Akn,0,15,8,,2,,64.8,2,0,25,,,,
FL071,8,-81.77594085,26.58015459,130,3102895,"Pineda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pineda,48,A,0,8,5.9,5.2,0.8,,0.6,0,0,1,,,,
FL071,8,-81.80978023,26.58396974,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.80049335,26.58414117,125,3102888,"Oldsmar sand-Urban land, 0 to 2 percent slopes",Oldsmar,45,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.81194441,26.58402026,39,3102870,"Isles fine sand, frequently ponded, 0 to 1 percent slopes",Isles,80,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.86420519,26.68290041,59,1483450,"Urban land, 0 to 2 percent slopes",Urban land,85,,,,,,,,,,,,,,,
FL071,8,-81.80035462,26.67334531,105,3102841,"Copeland fine sandy loam, ponded-Urban land complex, 0 to 1 percent slopes",Copeland,48,A1,0,20,6.6,,13.6,,12.6,0,0,1,,,,
FL071,8,-81.64213191,26.64981086,126,3102887,"Oldsmar fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Oldsmar,45,A,0,20,6.1,,1.8,,1.1,0,0,1,,,,
FL071,8,-81.79580782,26.67323285,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.85339093,26.68220676,106,3102843,"Daytona sand-Urban land complex, 0 to 5 percent slopes",Daytona,45,A,0,13,4.6,,,0.7,0.7,0,0,1,,,,
FL071,8,-81.75146576,26.66924719,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.90416704,26.68827044,132,3102899,"Pompano fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Pompano,48,A,0,30,5.8,,1.1,,0.9,0,0,2,,,,
FL071,8,-81.74813177,26.66566835,51,1483445,"Floridana sand, frequently ponded, 0 to 2 percent slopes",Floridana,85,A,0,53,6.5,,3.2,,2.9,0,0,1,,,,
FL071,8,-81.79816607,26.68115666,123,3102880,"Myakka fine sand-Urban land complex, 0 to 2 percent slopes",Myakka,45,A,0,15,5.1,3.4,,0.8,0.8,0,0,1,,,,
FL071,8,-82.04384935,26.70716107,99,1483470,Water,Water,100,,,,,,,,,,,,,,,
FL071,8,-81.74836773,26.66485958,34,1483428,"Malabar fine sand, 0 to 2 percent slopes",Malabar,85,A,0,13,5.3,5.3,,0.2,0.2,0,0,1,,,,
FL071,8,-81.89295084,26.68615961,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.69422058,26.65934670,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.90175669,26.68666455,126,3102887,"Oldsmar fine sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Oldsmar,45,A,0,20,6.1,,1.8,,1.1,0,0,1,,,,
FL071,8,-81.58413569,26.64488100,138,3102914,"Wabasso sand, limestone substratum-Urban land complex, 0 to 2 percent slopes",Wabasso,45,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-81.74722034,26.66583008,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.96065328,26.69402906,7,3102878,"Matlacha gravelly fine sand-Urban land complex, 0 to 2 percent slopes",Matlacha,48,^C,0,89,7,,3.5,,3.3,0,0,1,,,,
FL071,8,-81.88353722,26.68274362,59,1483450,"Urban land, 0 to 2 percent slopes",Urban land,85,,,,,,,,,,,,,,,
FL071,8,-82.05335010,26.70787432,42,1483437,"Wabasso sand, limestone substratum, 0 to 2 percent slopes",Wabasso,85,A,0,15,5.4,,,0.9,0.9,0,0,1,,,,
FL071,8,-82.04789542,26.70597930,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-82.04024387,26.70692273,35,1483429,"Wabasso sand, 0 to 2 percent slopes",Wabasso,85,A,0,15,6.1,6.4,2.2,,1.3,0,0,1,,,,
FL071,8,-81.93641308,26.69327159,102,3236259,"Cypress Lake fine sand-Urban land complex, 0 to 2 percent slopes",Cypress Lake,42,A,0,8,5.6,5.6,1.1,,0.8,0,0,1,,,,
FL071,8,-81.91189302,26.68698924,33,1483427,"Oldsmar sand, 0 to 2 percent slopes",Oldsmar,85,A,0,15,5.3,,,1,1,0,0,1,,,,
FL071,8,-81.76606309,26.66948581,28,1483425,"Immokalee sand, 0 to 2 percent slopes",Immokalee,85,A,0,23,4.5,4.2,,0.8,0.8,0,0,1,,,,
FL071,8,-81.64538155,26.65194117,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
FL071,8,-81.69074795,26.65835284,111,3102852,"Felda fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Felda,45,A,0,18,6.3,,1.1,,1,0,0,1,,,,
FL071,8,-81.89201671,26.68695004,116,3102867,"Isles fine sand, ponded-Urban land complex, 0 to 1 percent slopes",Isles,43,A,0,13,6.2,,1.7,,1.5,0,0,6,,,,
