STATE,COUNTY,NAME,ACC_X,ACC_Y,OWNER,CITY,TYPE,PURPOSE,MGD MAX,START DESAL,DISPOSAL CONCENTRATE,WATER SOURCE,DESAL REASON / TREATMENT,CONCENTRATE POST-TREATMENT,DESAL DESIGN PRODUCTION (mgd),DESAL AVERAGE PRODUCTION (mgd),PLANT DESIGN PRODUCTION (mgd),PLANT AVERAGE PRODUCTION (mgd),BLENDING?,RAW WATER TDS OR CONDUCTIVITY,PRE-TREATMENT,FEED PRESSURE TO DESAL (psi),MEMBRANE RECOVERY (%),PERMEATE TDS OR CONDUCTIVITY,BLEND TDS OR CONDUCTIVITY,BLEND RATIO (PERMEATE : OTHER),BLEND WATER SOURCE,PERMEATE POST-TREATMENT,AGE OF MEMBRANE / LAST REPLACEMENT (yr),FATE OF WASTEWATER CLEANING,FATE OF WASTE BACKWASH,SOURCE SECTION,SOURCE EXCEL ROW,wqp_match_status,wqp_match_method,wqp_match_distance_km,wqp_monitoring_location_identifier,wqp_monitoring_location_name,wqp_monitoring_location_type,wqp_provider_name,wqp_county_code,wqp_result_zip,wqp_station_zip,wqp_station_longitude,wqp_station_latitude,wqp_result_rows_at_station,wqp_activity_count_at_station,wqp_nearby_station_count,wqp_nearby_min_distance_km,wqp_nearby_station_ids,wqp_nearby_result_zips,wqp_match_note
KS,none,Clay Center WTP,39.37350925736,-97.1276690585941,City of Clay Center,Clay Center,Reverse osmosis,Drinking water,1.6700132100396300,2010,Surface water discharge,Groundwater,meets present and future needs,none,1.67,0.41,1.95,0.49,yes,915.2 mg/L TDS equivalent,"greensand filter, antiscalant, cartridge filter",none,75,none,none,~ 80 : 20,bypass,"decarbonation, caustic, chlorine",on original membranes,none,none,Sheet1_table_04,114,matched,nearest_priority_station,0.934106,USGS-392212097070301,08S 03E 08DB  01,Well,NWIS,027,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_20/KS_all_counties_US_20_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_20/KS_all_counties_US_20_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_20/KS_all_counties_US_20_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_20/KS_all_counties_US_20_physical_wqp_stations.zip,-97.11779800,39.36999625,,,10,0.934106,21KAN001_WQX-SC241;21KAN001_WQX-SC504;21KAN001_WQX-SC711;USGS-06856600;USGS-391847097032202;USGS-392212097070301;USGS-392230097101401;USGS-392256097105701;USGS-392433097071601;USGS-392650097110501,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_20/KS_all_counties_US_20_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_20/KS_all_counties_US_20_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km
MA,none,Swansea Desalination Treatment Facility,41.7714840173866,-71.2463846140604,City of Swansea,Swansea,Microfiltration / reverse osmosis,Drinking water,1.2,2013,surface water discharge - to River during high tide events,Surface water,none,none,1.2,0.4,2.1800000000000000,0.85,yes,none,"intake screen, cuastic, coagulant, strainers, mmicfrofiltration",250-550 depending on feed conductivity,30-50 depending on feed conductivity,none,250 mg/l,40 : 60,groundwater,none,on original membranes,none,through sand lined lagoon then mixed with concentrate,Sheet1_table_04,93,matched,nearest_priority_station,1.130055,USGS-01109225,"ROCKY RUN NEAR REHOBOTH, MA",Stream,NWIS,005,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_25/MA_all_counties_US_25_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_25/MA_all_counties_US_25_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_25/MA_all_counties_US_25_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_25/MA_all_counties_US_25_physical_wqp_stations.zip,-71.25032600,41.78121250,,,68,1.130055,EMAP_CS-MA00-0083-A;EMAP_CS-MA01-0082-A;EMAP_CS-MA01-0084-A;EMAP_CS_WQX-MA03-0301-A;EMAP_CS_WQX-MA04-0300-A;EMAP_CS_WQX-RI03-0335-A;EMAP_CS_WQX-RI04-0335-A;EMAP_CS_WQX-RI05-0003-A;EMAP_CS_WQX-RI05-0025-A;EMAP_CS_WQX-RI06-0044-A;MASSDEP-W0622;MASSDEP-W0624;MASSDEP-W0637;MASSDEP-W0638;MASSDEP-W0641;MASSDEP-W0654;MASSDEP-W0661;MASSDEP-W0665;MASSDEP-W1955;MASSDEP-W1956;MASSDEP-W1958;MASSDEP-W1959;MASSDEP-W1960;MASSDEP-W1961;MASSDEP-W2376;MASSDEP-W2380;MASSDEP-W2383;MASSDEP-W2387;MASSDEP-W2408;MAWRRC_WQX-190;MAWRRC_WQX-53001;MAWRRC_WQX-53002;MAWRRC_WQX-53004;MAWRRC_WQX-53005;MAWRRC_WQX-53006;MAWRRC_WQX-5334000;MAWRRC_WQX-5334075;MAWRRC_WQX-5334100;MAWRRC_WQX-5334125;MAWRRC_WQX-5334150;MAWRRC_WQX-5334175;MAWRRC_WQX-5334200;MAWRRC_WQX-5334225;MAWRRC_WQX-5334250;MAWRRC_WQX-5334275;MAWRRC_WQX-5334350;MAWRRC_WQX-5334375;MAWRRC_WQX-61003;MAWRRC_WQX-61007;MAWRRC_WQX-6134550;MAWRRC_WQX-6134575;MAWRRC_WQX-6134600;MAWRRC_WQX-62022;MAWRRC_WQX-62174;MAWRRC_WQX-6235000;MAWRRC_WQX-6235050;MAWRRC_WQX-6235075;USGS-01109130;USGS-01109135;USGS-01109195;USGS-01109215;USGS-01109225;USGS-01109270;USGS-01109280;USGS-414541071143501;USGS-414658071104101;USGS-414725071100101;USGS-414832071165201,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_25/MA_all_counties_US_25_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_25/MA_all_counties_US_25_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km
MI,none,Allegan WTP,42.5288070643865,-85.8461081811957,City of Allegan,Allegan,Reverse osmosis,Drinking water,2.25,2011,Surface water discharge,Groundwater,"hardness, lime softening too complicated and labor intensive",none,2.25,~1.2; about 0.9 in winter and 1.5 in summer,none,none,yes,448 mg/L TDS equivalent,"spiral wound filter, antiscalant",150,none,none,none,70 : 30,bypass (treated for iron removal),"fluoride, chlorine, orthophosphate",on original membranes,have not cleaned yet,none,Sheet1_table_04,99,matched,nearest_station,4.721330,USGS-04107855,"TRIBUTARY TO KALAMAZOO RIVER NEAR OTSEGO, MI",Stream,NWIS,005,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_26/MI_all_counties_US_26_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_26/MI_all_counties_US_26_physical_wqp_stations.zip,-85.83277780,42.48750000,,,17,4.721330,21MICH-010040;21MICH-030223;21MICH-030261;21MICH-030524;21MICH-030594;21MICH-030595;21MICH-030596;21MICH-030597;21MICH-030598;21MICH_WQX-030653;21MICH_WRD-030504;21MICH_WRD-030653;USGS-04107805;USGS-04107850;USGS-04107855;USGS-423347085571001;USGS-423410085474301,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_26/MI_all_counties_US_26_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_26/MI_all_counties_US_26_physical_wqp_results.zip,nearest WQP monitoring location within 10 km; no station with priority analytes in range
NC,Craven,Craven County Potable Water Supply and Treatment Facility,34.9452166511239,-76.9332447011498,Craven County,none,Nanofiltration,Drinking water,3,2017,Surface water discharge,Groundwater,"reduce reliance on Black Creek Aquifer; remove trihalomethane and haloacetic acids precursors; total dissolved solids, iron",none,3,1.33; will increase during Spring and Summer,none,none,no,296 mg/L TDS equivalent,"antiscalant, cartridge filters",38-52,depends on well combo; up to 75%,none,none,none,none,"calcite stabilization, chlorination",on original membranes,none,none,Sheet1_table_04,85,matched,nearest_priority_station,2.755042,USGS-345605076542201,CR-384 USMC,Well,NWIS,049,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_craven_county_US_37_049_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_craven_county_US_37_049_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_physical_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_craven_county_US_37_049_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_craven_county_US_37_049_physical_wqp_stations.zip,-76.90577480,34.93488225,,,144,1.888049,21NC01WQ-J8904000;21NC01WQ-J8910000;21NC01WQ-J8930000;21NC01WQ-J8980000;21NC01WQ-J8992000;21NC01WQ-J8992010;21NC01WQ-J8993000;21NC01WQ-J8993010;21NC01WQ-J9030000;21NC01WQ-J9130000;21NC01WQ-J9230000;21NC01WQ-J9330000;21NC01WQ-J9430000;21NC01WQ-J9431000;21NC01WQ-J9432000;21NC02WQ-J8903500;21NC02WQ-J8903600;21NC02WQ-J8910000;21NC02WQ-J8920000;21NC02WQ-J8925000;21NC02WQ-J9431500;21NC03WQ-J8903500;21NC03WQ-J8910000;21NC03WQ-J8920000;21NC03WQ-J8925000;21NC03WQ-J9431500;21NCCOALITIONS-J9330000;21NCMONITORING-J9330000;EMAP_CS-NC03-0016;EMAP_CS-NC03-0018;USGS-02092569;USGS-0209262905;USGS-0209265600;USGS-345145076564001;USGS-345155076542401;USGS-345221076541101;USGS-345300076541001;USGS-345301076542201;USGS-345308076540301;USGS-345318076542001;USGS-345318076542002;USGS-345318076542003;USGS-345327076541301;USGS-345337076541801;USGS-345342076535501;USGS-345347076542001;USGS-345350076525101;USGS-345357076542101;USGS-345403076532201;USGS-345404076543501;USGS-345405076524101;USGS-345406076542401;USGS-345411076533601;USGS-345412076543201;USGS-345416076542101;USGS-345418076543501;USGS-345419076543601;USGS-345419076543602;USGS-345419076543603;USGS-345422076540301;USGS-345423076542501;USGS-345423076542502;USGS-345423076542503;USGS-345424076522701;USGS-345425076540801;USGS-345427076543501;USGS-345439076533301;USGS-345440076542001;USGS-345441076544001;USGS-345441076544002;USGS-345442076524601;USGS-345442076542501;USGS-345442076542502;USGS-345442076542503;USGS-345442076542505;USGS-345442076542506;USGS-345443076544001;USGS-345443076544002;USGS-345445076535801;USGS-345445076544001;USGS-345445076544002;USGS-345449076540501;USGS-345451076541701;USGS-345500076541401;USGS-345506076543401;USGS-345509076540901;USGS-345510076562201;USGS-345519076540501;USGS-345520076533801;USGS-345523076534801;USGS-345527076535701;USGS-345537076540001;USGS-345605076542201;USGS-345617076512800;USGS-345617076512801;USGS-345627076511500;USGS-345627076511501;USGS-345627076511600;USGS-345627076511601;USGS-345627076511602;USGS-345628076511500;USGS-345628076511501;USGS-345628076511600;USGS-345628076511601;USGS-345628076511602;USGS-345629076511300;USGS-345629076511301;USGS-345629076511500;USGS-345629076511501;USGS-345634076513000;USGS-345634076513001;USGS-345635076512900;USGS-345635076512901;USGS-345635076513000;USGS-345635076513001;USGS-345636076512900;USGS-345636076512901;USGS-345639076513800;USGS-345639076513801;USGS-345639076513802;USGS-345639076531601;USGS-345651076513200;USGS-345651076513201;USGS-345652076523601;USGS-345657076521900;USGS-345657076521901;USGS-345712076570601;USGS-345723076592005;USGS-345723076592006;USGS-345821076554400;USGS-345821076554401;USGS-345830076562301;USGS-345852076500700;USGS-345852076500701;USGS-345913076503400;USGS-345913076503401;USGS-345945076582601;USGS-350009076515900;USGS-350009076515901;USGS-350100076544900;USGS-350100076544901;USGS-355300076564601;USGS-355426076531301;USGS-355502076563001,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_craven_county_US_37_049_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_craven_county_US_37_049_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km; closer station USGS-345712076570601 at 1.89 km lacks the priority analytes
NC,none,SKYCO WTP,35.8862647110003,-75.6605735418507,Dare County,Manteo,Nanofiltration,Drinking water,3,2017,Surface water discharge,Groundwater,less complicated than ion exchange and membrane found to address bromide removal and iron,none,3,3,5,2.5,yes,545 mg/L TDS equivalent,"antiscalant, 5µ cartridge filter",108,80,50,170,3:2,product water from IX facility; adds back hardness,"caustic, hypochlorite, corrosion inhibitor",on original membranes,with concentrate,with concentrate,Sheet1_table_04,88,matched,nearest_priority_station,2.111724,USGS-355408075402401,DA-038 MANTEO,Well,NWIS,055,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_physical_wqp_stations.zip,-75.67295220,35.90239247,,,38,1.461563,11NPSWRD_WQX-CAHA_2010_ALT03;11NPSWRD_WQX-CAHA_2010_ALT19;21NC01WQ-M6900000;21NC01WQ-M7500000;ECU_CSI_COASTALPROCESSES-109S;ECU_CSI_COASTALPROCESSES-110S;EMAP_CS-NC03-0003;EMAP_CS-NC03-0004;EMAP_CS-NC03-0012;NALMS-F1019863;NARS_WQX-NCA_NC-10122;NARS_WQX-NCA_NC-10136;NARS_WQX-NCA_NC-10179;NARS_WQX-NCCA10-1136;NARS_WQX-NCCA10-1150;USGS-0208117950;USGS-0208117980;USGS-355010075342506;USGS-355010075342901;USGS-355030075371501;USGS-355042075334501;USGS-355230075453001;USGS-355354075370101;USGS-355407075402601;USGS-355408075402401;USGS-355412075403001;USGS-355430075403001;USGS-355518075423601;USGS-355521075415701;USGS-355522075404301;USGS-355523075415301;USGS-355556075363301;USGS-355556075412901;USGS-355603075425101;USGS-355608075424001;USGS-355614075423401;USGS-355615075422602;USGS-355619075422401,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km; closer station NARS_WQX-NCA_NC-10179 at 1.46 km lacks the priority analytes
NC,none,New Frontier Way NF WTP,34.7936659660129,-77.4299573897348,City of Jacksonville,Jacksonville,Nanofiltration,Drinking water,8,2010,Surface water discharge,Groundwater,"hardness, organics",none,8,3.5,none,none,yes,884 mg/L TDS equivalent,"antiscalant, cartridge filters",57,75,75,280-320,90:10,bypass,"bioscrubbing to remove odor, stabilization, disinfection, pH adjustment",none,none,none,Sheet1_table_04,104,matched,nearest_priority_station,0.122139,USGS-344734077254601,ON-418 CITY OF JACKSONVILLE BP2,Well,NWIS,133,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_physical_wqp_stations.zip,-77.42933330,34.79269444,,,50,0.122139,21NC01WQ-P0900000;21NC01WQ-P1200000;21NC01WQ-P1500000;21NC01WQ-P1800000;21NC01WQ-P2100000;21NC01WQ-P2113000;21NC01WQ-P2115000;21NC01WQ-P2300000;21NC01WQ-P2600000;21NC01WQ-P2900000;21NC01WQ-P3700000;21NC01WQ-P4000000;21NC02WQ-P1200000;21NC02WQ-P2105000;21NC02WQ-P2113000;21NC02WQ-P2115000;21NC02WQ-P2210000;21NC02WQ-P2300000;21NC02WQ-P3700000;21NC02WQ-P3960000;21NC02WQ-P4000000;21NC02WQ-P4050000;21NC03WQ-P1200000;21NC03WQ-P2105000;21NC03WQ-P2113000;21NC03WQ-P3700000;EMAP_CS-NC04-0029;RTI-AE-CL7;RTI-AE-CL7a;RTI-AE-CL8;RTI-AE-CL8a;RTI-AE-SW-10;RTI-AE3-JACK;USGS-0209303200;USGS-344240077255401;USGS-344304077232901;USGS-344305077233501;USGS-344352077281001;USGS-344407077272801;USGS-344418077221801;USGS-344425077224501;USGS-344427077231501;USGS-344442077261201;USGS-344452077255801;USGS-344455077270301;USGS-344519077235401;USGS-344537077283601;USGS-344734077254601;USGS-344830077211001;USGS-344906077284001,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km
NC,none,Dixon WTP,34.5751394658226,-77.4837811460593,ONWASA (Onslow Water and Sewer Authority),Holly Ridge,Reverse osmosis,Drinking water,3,2013,Surface water discharge,Groundwater,silica and total organic carbon,none,3,2,4,2.5,yes,256 mg/L TDS equivalent,"greensand filter, antiscalant, cartridge filters",82-98,70-80,25,<250,3.0604166666666700,bypass after greensand filter,"pH adjustment (caustic), disinfection, corrosion inhibitor, fluoride",on original membranes,with concentrate,none,Sheet1_table_04,111,matched,nearest_priority_station,0.649602,USGS-343442077292301,ON-312 SANDY RUN WELL,Well,NWIS,133,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_physical_wqp_stations.zip,-77.48972220,34.57833330,,,21,0.649602,21NC01WQ-B9850000;21NC01WQ-B9860000;21NC01WQ-B9870500;21NC01WQ-P4750000;21NC01WQ-P5000000;21NC01WQ-P6100000;21NC01WQ-P6250000;21NC02WQ-P4750000;21NC02WQ-P9860000;RTI-AE-CL2;RTI-AE-CL3;RTI-AE-SW-2;USGS-02093197;USGS-343041077245001;USGS-343400077292201;USGS-343442077292301;USGS-343508077283401;USGS-343520077240601;USGS-343550077284001;USGS-343641077290103;USGS-343641077290106,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km
NC,none,Englehard,35.5153115168495,-76.0242340078606,Hyde County Water Maintenance and Solid Waste Department,Englehard,Reverse osmosis,Drinking water,0.432,2011,Surface water discharge,Groundwater,organics,none,0.432,none,none,none,no,622.72 mg/L TDS equivalent,antiscalant,none,none,~25,none,none,none,"acid, lime, phosphate, chlorine",on original membranes,none,none,Sheet1_table_04,113,matched,nearest_priority_station,2.691469,USGS-353027075594702,HY-115,Well,NWIS,095,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_physical_wqp_stations.zip,-75.99601830,35.50767150,,,26,0.719082,21NC01WQ-M5603000;21NC01WQ-M5603010;21NC03WQ-PASLME3;21NC03WQ-PASLMLLC;21NC03WQ-PASLMWC;EMAP_CS-NC03-0027;USGS-352615076043001;USGS-352730076040001;USGS-352830076041501;USGS-352830076060001;USGS-352830076064501;USGS-352845076034501;USGS-352845076043001;USGS-352845076051501;USGS-352915076020001;USGS-353015076000001;USGS-353027075594702;USGS-353030075593001;USGS-353030076011501;USGS-353115076011501;USGS-353145076021501;USGS-353230076023001;USGS-353230076034501;USGS-353310076042201;USGS-353316076041501;USGS-353328107606185,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km; closer station USGS-353115076011501 at 0.72 km lacks the priority analytes
NC,none,Tyrrell County Prison RO WTP,35.9581268279877,-76.2287323158976,Tyrrell County Prison,none,Reverse osmosis,Drinking water,0.432,2010,Surface water discharge,Groundwater,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,Sheet1_table_04,116,matched,nearest_priority_station,4.395571,USGS-355515076144503,TY-016 COLUMBIA HIGH SCH,Well,NWIS,177,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_stations.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_37/NC_all_counties_US_37_physical_wqp_stations.zip,-76.24548530,35.92099646,,,50,1.229095,21NC01WQ-M6300000;21NC01WQ-M6600000;21NC01WQ-M705000C;21NC01WQ-M705500C;21NC01WQ-M7190000;21NC02WQ-M610000C;21NC02WQ-M610000S;21NC03WQ-M610000C;21NC03WQ-M610000S;ECU_CSI_COASTALPROCESSES-143;ECU_CSI_COASTALPROCESSES-144;ECU_CSI_COASTALPROCESSES-155;ECU_CSI_COASTALPROCESSES-84S;ECU_CSI_COASTALPROCESSES-85;ECU_CSI_COASTALPROCESSES-85S;ECU_CSI_COASTALPROCESSES-87;ECU_CSI_COASTALPROCESSES-90;ECU_CSI_COASTALPROCESSES-OW7;NARS_WQX-NCA_NC-10151;NARS_WQX-NCCA10-1165;USGS-02081172;USGS-0208117801;USGS-355230076151501;USGS-355315076141501;USGS-355315076150001;USGS-355415076183001;USGS-355430076191501;USGS-355500076131501;USGS-355500076173001;USGS-355515076144501;USGS-355515076144503;USGS-355515076144505;USGS-355515076151502;USGS-355515076151503;USGS-355515076151505;USGS-355515076151506;USGS-355515076151508;USGS-355600076200001;USGS-355615076151501;USGS-355645076184501;USGS-355645076184502;USGS-355700076080001;USGS-355700076164501;USGS-355745076144501;USGS-355745076144502;USGS-355800076141501;USGS-355830076124501;USGS-355900076113001;USGS-355915076103001;USGS-360100076102801,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_37/NC_all_counties_US_37_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km; closer station USGS-355800076141501 at 1.23 km lacks the priority analytes
ND,none,Emmons County WTP,46.2670587472211,-100.236765445476,South Central W District,Linton,Ultrafiltration / reverse osmosis,Drinking water,1.2,2012,Surface water discharge (lake),Surface water (lake),hardness,none,1.2,0.4,2,0.7,yes,500 mg/L TDS equivalent,"ozone, coagulation, sedimentation, UF, antiscalant",120,80,30 mg/l,250 mg/l,60 : 40,bypass,"blend, ozone, chlorine",6 years,with concentrate,none,Sheet1_table_04,96,matched,nearest_priority_station,0.213054,USGS-461602100140101,132-076-07DAB,Well,NWIS,029,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_38/ND_all_counties_US_38_inorganics_major_metals_wqp_results.zip,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_station_zips/US_38/ND_all_counties_US_38_inorganics_major_metals_wqp_stations.zip,-100.23400270,46.26721228,,,58,0.213054,21NDHDWQ-380058;21NDHDWQ-384054;21NDHDWQ-384055;21NDHDWQ-384056;21NDHDWQ-553032;21NDHDWQ-553033;21NDHDWQ-553034;21NDHDWQ-553174;21NDHDWQ-553175;21NDHDWQ_WQX-380058;21NDHDWQ_WQX-384054;21NDHDWQ_WQX-384055;21NDHDWQ_WQX-384056;21NDHDWQ_WQX-553032;21NDHDWQ_WQX-553034;21NDHDWQ_WQX-553159;21NDHDWQ_WQX-553174;21NDHDWQ_WQX-553175;21NDHDWQ_WQX-553187;21NDHDWQ_WQX-553202;21NDHDWQ_WQX-553256;NARS-WNDP99-0648;NARS_WQX-NDLS-1055;NARS_WQX-NRS_ND-10341;NARS_WQX-WNDP99-0648;USGS-06354500;USGS-06354580;USGS-461054100115801;USGS-461101100131201;USGS-461119100111202;USGS-461141100165601;USGS-461239100085601;USGS-461240100185301;USGS-461240100185302;USGS-461306100173701;USGS-461306100173702;USGS-461306100185301;USGS-461306100200801;USGS-461306100203701;USGS-461319100200801;USGS-461319100202701;USGS-461325100165001;USGS-461325100165002;USGS-461326100201801;USGS-461346100200801;USGS-461352100185301;USGS-461352100211501;USGS-461353100204001;USGS-461353100204002;USGS-461358100161202;USGS-461359100211502;USGS-461551100135501;USGS-461558100140001;USGS-461602100140101;USGS-461608100100001;USGS-461622100145601;USGS-461717100145201;USGS-461758100102401,/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_38/ND_all_counties_US_38_inorganics_major_metals_wqp_results.zip;/home/kdd1/jliu/Water_Hub/Water_quality_data/wqp_result_zips/US_38/ND_all_counties_US_38_physical_wqp_results.zip,nearest WQP station with priority analytes within 10 km
